0,2.7274,0.628,4.4121,-0.7428,0.0703,-0.1039,-2.6084,1.7334,1.3389,-0.353,1.4777,1.3128,3.2649,-0.4329,-0.782,2.3342,-0.1876,-1.1134,-0.0685,0.8309,1.2205,0.3235,-1.1604,0.8817,-1.0496,1.597,0.764,0.5183,0.4033,1.2988,0.6545,-0.2619,1.9155,-0.1056,0.7323,2.9347,0.378,0.5617,0.6296,0.7924,1.904,1.1607,0.7746,0.8483,-0.8043,1.5153,1.2349,3.668,-0.3793,2.0281,0.2054,0.9017,1.0872,0.0995,0.6606,0.5367,3.2135,0.1564,-0.5442,0.4153,-0.3997,0.6407,0.8962,2.9692,2.2068,1.9391,-0.5579,-0.8935,0.5959,-0.2228,-0.0511,1.3646,0.728,1.3948,1.1101,0.5161,0.9401,-1.3267,-2.6158,-2.157,-0.5338,2.476,1.8607,-0.749,-0.2347,-0.9607,0.609,-0.0761,0.2397,1.4298,-2.1907,1.6041,1.3541,0.8126,0.3408,0.5048,0.273,1.8763,0.7083,-0.1575,-0.5463,0.6798,-1.5675,-0.6366,0.7594,1.5534,0.9691,0.6064,-0.8001,-0.8384
-2.4192,0,2.7648,-0.8719,-0.9395,-0.7187,0.4566,-0.1317,0.1223,0.3421,0.7678,0.2065,0.3018,-0.319,-1.7454,0.2132,-0.7953,1.321,-0.7434,0.7331,-0.1779,0.9586,0.7917,-1.014,-0.1512,0.0046,0.7248,-0.8727,-1.5841,-1.7676,-0.9895,0.3672,-2.2267,-0.9041,0.8757,2.4361,-0.9442,0.0684,-0.5833,-0.0562,-0.8913,-1.4921,1.1356,2.6167,-0.0975,2.0265,0.0724,0.3926,0.1736,-0.3073,0.4257,-1.6358,-1.9191,1.2108,-1.0368,2.0418,-2.4398,-0.2953,-0.5116,1.1292,0.2759,-0.0841,-0.5508,-0.9446,-1.3061,0.3506,-0.9929,-1.6574,-1.2559,-1.1313,-1.3308,0.1826,-0.4794,-1.1381,-0.4063,-0.9512,1.3239,0.3656,0.2114,-2.3402,0.2624,0.8597,0.8082,-0.8748,-2.633,0.3134,0.0489,-1.0822,1.4517,-1.2884,1.1674,-3.1717,1.0022,-1.7259,-0.0931,-0.8932,1.8165,1.0822,-0.6946,0.6527,0.5984,-1.0157,2.5618,0.4437,-0.9575,-0.6982,-0.3186,-1.4133,-0.2406,-1.2786,-1.5182
-0.6667,-2.0195,0,3.9257,4.332,-1.8677,1.7025,1.8166,5.3485,-0.8048,0.9879,3.3302,-2.8605,3.7695,0.7645,1.5223,3.2991,5.2184,0.7936,-1.489,0.3216,-3.6544,0.5783,-1.2757,1.5711,-2.2488,0.8943,3.2524,-1.3298,0.501,2.1251,-0.2954,0.2785,0.286,-0.0668,-3.3184,0.5788,0.8476,-0.6229,1.0924,0.9645,-0.2032,-0.8496,2.0352,-0.8207,-0.3519,0.7077,0.5028,6.2066,1.2571,6.8546,0.754,0.5472,1.413,-0.4515,-1.5508,2.6736,6.1437,-3.3986,0.1859,0.9048,-1.0248,-2.8444,1.4926,-0.0067,-0.5195,1.0741,0.0525,0.8429,-0.9819,1.2085,1.3519,0.8704,-0.0157,1.0804,-0.5399,1.3775,-0.2851,-0.9783,1.2901,2.2595,-1.2154,-0.7494,-0.3643,1.2557,0.3975,1.5945,-1.397,-0.4864,1.7479,2.1534,-1.0669,-1.2449,0.9325,0.2616,-0.9874,0.8058,0.4705,-1.0608,0.2993,1.0431,-0.5944,0.2834,3.7323,-1.2914,1.0688,0.9657,-0.8571,-0.8129,-0.5981,0.4241
-3.6522,1.1362,-4.0795,0,-2.4354,1.0964,1.1389,0.1437,0.2427,2.7047,-0.9952,-1.8798,-0.9647,0.6991,-1.0295,0.0645,1.3853,2.9102,-5.9286,1.3573,-1.9838,0.215,-0.4336,0.1452,0.2129,0.2999,2.3099,-0.256,0.0066,-2.5007,-0.2778,-0.0537,-0.0921,-1.8758,-0.6831,1.9596,0.1791,2.6618,-0.9778,-1.3196,-0.7918,1.6345,2.7211,-1.4551,-2.7884,-0.9422,0.5501,1.2321,1.1463,0.2161,0.7867,0.5931,-3.723,6.1041,-2.134,-3.2006,-1.4859,-1.7357,-1.9185,1.8889,-0.8394,-0.7099,0.432,-1.6692,2.3995,1.5409,-1.4742,-2.2098,-1.4519,-2.9393,-2.9588,-0.2075,-1.3699,0.801,0.4264,-0.8558,1.4142,-0.198,2.2087,-1.2142,-1.021,3.1989,-3.7297,-2.8348,-4.3247,1.907,-4.2029,1.6758,-0.658,2.3015,2.8654,-0.6916,-0.0189,-2.5504,1.5135,0.0448,3.1235,-0.6174,-2.9256,0.4868,1.1882,-2.4546,-0.1245,-1.0968,-0.3045,-0.5251,1.0451,-2.3593,0.5186,-5.6227,-5.2715
0.1643,0.127,-4.4476,1.099,0,-2.7077,0.8049,-0.3593,2.9796,-0.4649,-0.8048,4.1482,2.0349,6.1475,1.1685,4.3711,0.5731,2.9172,-2.0627,-3.2422,1.064,-1.2006,3.2697,-2.3193,0.7435,-0.5915,-2.4759,-0.4311,-0.5328,2.1304,1.1032,2.3436,-0.6473,-0.5673,1.9657,2.5837,-1.6212,-1.735,0.2978,-2.0369,-2.1003,-1.5378,-1.0333,1.8559,-1.9343,0.1649,-0.691,-1.7794,7.4386,-1.8886,5.6968,-1.3793,-1.1177,3.689,-3.5619,-2.4738,2.867,3.3522,-2.7074,1.5683,-2.3872,-3.0638,-2.4789,0.1049,-3.7074,-2.5304,4.2663,-4.4273,-0.7272,-5.1465,1.8014,1.8684,0.0878,-1.2086,-1.5287,-0.8278,-2.3915,-1.7698,-0.8762,-3.719,-1.6026,-2.896,-0.1962,-2.9238,0.7734,-0.1251,-0.1911,-2.8411,-2.3877,-1.1311,0.6781,-1.4673,-1.7447,-3.0247,0.8979,0.3105,2.6425,3.039,0.0094,-0.4955,0.3641,-1.8627,-0.3927,-1.0053,-1.8654,-0.2825,-0.7926,-0.5667,-1.0563,-1.0853,-1.1897
0.6814,0.3758,1.7051,-1.2114,0.9823,0,-0.0825,1.8705,-4.1456,-0.3642,0.0331,-1.9493,-0.0709,-4.491,0.0902,-3.8074,-0.6871,-2.0157,2.7901,-0.0908,0.375,-2.4071,1.7738,1.627,2.0288,-0.8969,-0.4562,0.155,0.0078,1.3293,-0.0985,-0.31,0.9705,-0.8857,-0.641,-1.7148,1.7501,-0.2638,1.9373,0.0771,0.7338,1.5285,0.0912,0.5159,0.7871,0.6272,0.0118,-0.1412,-0.8575,0.2266,-4.6931,0.3497,1.2199,-2.2469,-0.6017,0.548,-2.3447,-1.1338,2.4579,-1.1856,0.0135,-0.0278,-1.2655,-0.1542,3.6365,-2.3301,-5.1595,3.3491,0.4433,1.2695,2.1965,0.5957,0.705,-1.3959,-0.3164,0.7244,1.5895,0.1206,-0.3005,2.3996,1.119,-0.2302,-0.6256,0.1748,1.7195,-0.2762,0.4133,-0.8757,0.7131,-1.3301,-3.28,0.5146,4.3628,1.4067,0.5422,0.4884,-4.4992,-0.768,0.7071,-0.3634,-0.5985,3.7269,-0.2766,-3.6226,1.9542,-2.2708,-1.7292,-1.1408,2.3298,1.0795,1.947
-0.0848,-0.7222,-1.7344,-1.3042,-0.904,-1.1284,0,0.0979,1.4868,-0.3211,-0.6532,0.2903,-0.2616,-0.3115,0.2582,3.5294,-3.3038,-0.3271,0.8444,-2.1294,-0.969,-0.7204,0.3706,-0.6689,0.956,-0.1891,-0.3539,-1.1043,0.4606,-0.0437,-0.2349,-1.0598,0.5292,-1.264,0.9382,0.1548,-0.4206,-6.2169,-0.228,-1.5713,-0.4335,-0.3682,-1.2918,0.3766,-0.8036,-0.1909,1.151,-0.9211,1.7062,-0.1785,2.0187,-0.3126,0.6843,1.5865,-0.9562,0.0324,1.8888,-0.862,0.365,0.2029,-0.2149,-0.4101,-1.8155,-1.3194,-0.2989,-2.7524,1.9089,-0.9718,-0.2036,-2.4223,-0.3115,0.5598,2.4482,-1.588,-0.8939,1.2505,-0.1267,-0.5864,-0.0831,-0.1409,0.0739,-0.4395,-1.2877,-0.9374,0.0633,0.5598,-0.8126,-1.0765,-4.122,-0.8971,3.2683,-3.1935,-2.6814,-1.0362,0.2925,0.0717,-1.0165,0.4756,-0.2906,-0.3205,0.045,0.0424,0.3419,-1.2946,1.4003,-0.4097,-0.5249,-1.3789,-0.7934,-1.0994,-0.732
2.1529,-0.3231,-1.9149,-0.6204,0.3441,-3.0767,-0.1114,0,2.8129,-0.0646,0.4944,1.1994,-1.5269,0.1349,-0.2458,1.2844,1.9847,1.2719,-0.9042,-1.1985,0.4287,-1.1161,2.1445,-0.7524,0.1685,0.5212,-0.538,0.738,-0.6839,0.0778,0.8724,1.7599,0.2132,-0.2896,-0.2469,3.1402,-1.7957,0.5268,-0.4551,-0.0206,-1.5795,-0.7255,-1.552,2.6464,-1.0686,1.7565,0.079,-1.2294,2.6633,-0.8232,1.8013,-2.4255,0.5655,-0.9401,-1.6362,0.0874,1.5953,1.4609,-1.3554,-0.8794,-0.6315,-1.7335,-0.9652,2.6518,-0.593,-2.9172,0.5687,1.1953,0.3204,-4.1316,0.6427,1.654,0.005,-1.7436,-0.4476,-0.3652,0.132,-0.8073,-0.6881,0.3568,1.0262,-1.1824,-0.1893,-0.6433,-1.3309,-0.7482,0.6255,-3.2015,-1.3049,-3.5242,-0.0889,0.2995,-2.7882,-1.8646,0.08,-0.6768,-1.6619,-1.114,-0.3628,-2.4512,-0.4022,0.3057,2.1599,0.6794,-1.1295,2.1724,0.183,-0.2314,-0.1347,-1.2742,-0.8185
-2.0512,-0.3166,-5.2516,-0.2482,-2.9502,2.4071,-1.3977,-2.743,0,0.1625,0.0738,1.5784,1.7881,0.0641,-0.0788,1.1707,-9.3988,-0.2,-0.8006,-1.0734,1.3746,-1.4423,-0.6246,-0.2828,0.5775,-0.0294,1.3391,-2.0578,1.326,0.5304,2.5029,0.6336,1.139,-0.3457,1.7395,0.4877,0.0722,-11.2755,2.4888,-0.7445,-2.0698,1.4061,-0.3984,-0.4702,0.8235,-1.405,2.0456,-0.4538,0.2809,-0.7445,-0.0414,-0.3014,1.1828,-1.0839,-1.3704,0.401,1.3318,-1.5432,-0.6315,-0.6011,-1.2803,-0.3616,-0.5094,-1.6022,-0.3836,-0.2814,1.3285,0.1691,-1.4818,-2.7351,-2.1119,0.2648,0.0268,-2.2168,0.1794,0.9467,0.2453,0.3402,0.9334,-1.7847,-3.1582,-0.2043,0.0874,1.1159,1.7463,-0.5784,-0.6798,0.7841,-8.8661,-1.4263,1.039,-1.5803,2.3196,-0.9418,0.7475,-1.5982,1.3116,-0.6504,1.5151,-1.5371,-1.6473,0.4726,0.4624,-8.3229,0.8728,0.0848,0.7438,1.3236,1.0788,-2.2846,0.215
-0.6911,-0.4701,0.8218,-2.526,-0.9397,0.2599,-0.4543,-0.9132,-0.7941,0,0.0308,1.2393,0.283,-0.4737,-0.5804,1.3162,0.1338,-1.262,0.9358,0.3901,-0.8972,0.0393,-0.6526,-0.4812,-0.5434,1.0151,-1.0512,-1.1999,0.2547,0.1936,1.2728,0.4177,-0.3078,-0.3898,-0.183,0.7006,0.0061,1.0899,-0.6946,0.6585,0.1839,-0.7431,1.6895,0.0848,-0.4672,1.5352,0.2881,0.9148,-0.2462,0.0403,-1.7762,-0.1933,1.0546,0.8808,-0.6313,1.4722,0.0161,0.7662,0.5514,-0.7373,0.6026,0.4663,-1.448,-0.3037,-1.085,-0.7013,0.0977,-0.6111,0.5888,-0.0937,-0.4513,0.1323,-0.9814,-1.6099,-0.0799,-0.7353,-0.9328,0.4346,0.9794,-0.6521,0.5731,0.487,-1.6315,-0.5246,0.4973,-0.0029,2.3262,0.0545,2.0352,-0.1201,-0.8188,-0.773,-1.6017,1.2927,1.1522,-0.7479,0.457,0.0936,-1.7205,-0.0183,0.1524,0.1238,0.0527,-0.1273,-0.0674,-2.1756,0.8459,-0.3444,0.4405,1.9683,0.3952
